ImageID,Labels,Caption
2416.jpg,1 18,Woman cleaning the teeth of a dog lying on its back.
27833.jpg,1 10 3 4,A man on the motorcycle is in front of the camera.
18052.jpg,1 2 3,Man riding bike with blue umbrella and yellow bag in city setting.
26799.jpg,1,A person sitting on top of a bed next to a window.
10461.jpg,1,A young girl holding a tennis racquet on a green tennis court.
17967.jpg,1,A group of women working on an assembly line machine.
19810.jpg,18,A dog laying on a quilt in front of a window.
28068.jpg,1 15,A man holding a baseball bat on a field during a game.
7750.jpg,1,A group of chefs are working in a large kitchen.
4671.jpg,8 10 3,A traffic light and vehicle on the road.
10030.jpg,1,a woman in camouflage saluting with a teddy bear
10811.jpg,1,Baseball players on the field during a game.
13484.jpg,18,A dog laying on a surf board and riding a small wave
28470.jpg,1,A person swims alone in a pool at sunset.
27657.jpg,1 3,A young boy standing on a tennis court holding  a racquet.
49.jpg,4,Rusted red motorcycle parked beside a red building.
17700.jpg,8 1,People standing in a parking lot by a fire truck.
26780.jpg,1,A woman drinking a beer standing in a kitchen.
22065.jpg,1,a man holding onto a long metal pole above the snow
26521.jpg,1,a woman in a red shirt is holding a blue and orange kite
18107.jpg,1,A vintage photograph of eight female tennis players.
22825.jpg,1 3 6 15,Some cars and a  bus on a city street.
19198.jpg,1,a child asleep in a swing with a stuffed animal
15185.jpg,8 1 3,these people are standing around in the rain in a field
9587.jpg,18,A dog sitting on a couch watching TV.
8412.jpg,1 2,A group of people walking around a busy mall.
25224.jpg,16 9,A small bird on the top of a pole.
19806.jpg,1,Two men and one woman sit on a couch and hold Wii remotes.
20613.jpg,5,A large jetliner flying through a blue sky.
12241.jpg,1 10,Many people are scattered in the crowd near the red traffic light.
4323.jpg,16 1,A flock of crows walking across a village road.
10761.jpg,1,A beach with two surfers holding boards and single board laying in the sand.
12610.jpg,1,A woman holding a child next to a wooden fence.
14119.jpg,17,A colorful cat on a counter beside a microwave oven.
22202.jpg,1 19,A brown horse with blond hair riding through a dirt field.
12903.jpg,5,a blue and white plane is on a runway
25825.jpg,1 3 4 6 8,A group of buses driving down a street.
14387.jpg,1 3 6,A woman in black shirt throwing a frisbee with bus in background.
9750.jpg,1 9,A vintage photo of women on a yacht.
9339.jpg,1 11,A reflection of a person walking in front of an American flag.
17384.jpg,1,A man holding a black hat and wearing a yellow shirt water skiing in the ocean.
15016.jpg,15,A bench sitting on the beach in the middle of a lake.
20053.jpg,1 2,A man with a backpack is standing near a row of bicycles.
24595.jpg,1,there is a man walking along the beach with a surfboard
9862.jpg,16,A blue-toed hawk resting in a pile of debris.
7661.jpg,15,A slate bench under trees in a forest as the sun rises
18467.jpg,1,A couple of large elephants standing by some trees.
14122.jpg,1 15,"A woman sitting on one of five outdoor bear sculptures, holding a teddy bear."
13552.jpg,1,There is young man holding a baby closely.
27849.jpg,1 15,A beautiful woman smiling at a baby playing with a cake.
5949.jpg,1,A little blonde girl sitting in a chair holding a cell phone.
19230.jpg,1,A man on a tennis court with a racquet.
23722.jpg,1,A large tall white building with a statue on top of it.
15897.jpg,1 2 4,A man riding on the bike of a motorcycle.
10350.jpg,8 5,"An ""Eva Air"" airplane at the airport with ""Hello Kitty"" decals."
8952.jpg,8 1 3 5,Attendants are walking near a huge parked airplane.
9926.jpg,1 6,A double decker bus is following a green city bus.
14193.jpg,7,A train passing down a track in the middle of the day.
17507.jpg,1,A woman standing next to a white surfboard near the ocean.
5886.jpg,1,Four people smile brightly while playing video games together.
21378.jpg,9 1,Two people holding umbrellas standing at the edge of a high cliff overlooking a lake.
11558.jpg,1 19,A brown and white horse eating hay from a bag.
11007.jpg,1,A young lady riding a skateboard past orange traffic cones.
1697.jpg,1 9,A crowd of people standing around on a boat deck.
16318.jpg,1,A picture of two people that are eating something.
5752.jpg,16,A tree filled with lots if birds under a blue sky.
14789.jpg,1,A man hugging a stuffed toy bear in a store.
8221.jpg,17,A picture of a cat lounging on a suitcase.
14758.jpg,1 15,The ding toed man talks on his cell phone.
19909.jpg,1 3,Several chefs serving food from large pots and pans.
20810.jpg,1,A person wearing a backpack riding a skateboard down a sidewalk in front of some buildings.
1989.jpg,1,A surfer stands with his board on its back in the water.
16543.jpg,1,A man with a racket stands on a court.
29260.jpg,1,A woman holding up a pink smart phone to her right eye.
13091.jpg,1 3 4,a man that is on top of his motorcycle
2439.jpg,18,An overhead view of a living room with a dog on the couch
18490.jpg,1,A person on a surfboard in the water.
24968.jpg,1,A woman feeding a giraffe with her hand.
3379.jpg,8 3,A neon green street sign on a sidewalk.
18978.jpg,1,A little boy holding a giant green tooth brush.
19728.jpg,13,I sign that indicates the street name posted above a stop sign.
15653.jpg,1 3,The man with the baton is helping another man with his tie.
18562.jpg,16,A single bird that is resting on a window pane.
11410.jpg,1,A man in a backwards cap holding a tennis racket.
3934.jpg,1,A man standing in front of a microphone at a podium.
13182.jpg,1 15,A smiling girl sitting alone on a park bench.
2039.jpg,1,Two elephants walking down a road on either side of a man.
2360.jpg,1,A baseball player preparing to hit a ball.
23177.jpg,1,Two snowboarders give thumbs up on a snowy mountain.
20480.jpg,16,A red bird feeder with two small birds sitting on it.
10138.jpg,1 2 3,a woman pushing the stroller is walking down the street
5568.jpg,1,Baseball player winds up to be ready for the bat swing
1964.jpg,1,A man holding a blue frisbee in his right hand.
8658.jpg,1 18,Small dog on a leash in a park sitting on the grass
5016.jpg,1,A man wearing a hat and a black jacket standing behind a colorful surfboard.
16553.jpg,17,A cat with a Christmas hat standing on a carpet.
16294.jpg,1,A bunch of people sit around in their pajamas drinking.
10865.jpg,1,A little girl dressed in a purple winter coat cross-country skiing.
6670.jpg,1 19,A man standing next to a brown horse next to another man.
10045.jpg,9,A sandy beach has a wooden path going to the water.
8800.jpg,1,tHERE IS A SKATE BOARDER DOING A TRICK ON A RAMP
13731.jpg,1,three people skiing together in a line down a hill
8962.jpg,1,A snow skier is on the snow by some trees.
13198.jpg,1,People sitting around with bananas on white plates.
25933.jpg,1,Two people skiing down a small hill in front of a building.
5289.jpg,8 1 2,A group of people standing outside of a food truck.
2452.jpg,1,The man using his cell phone stands in front of a glass shelf.
12587.jpg,1,The tennis team is posed in white shirts.
20886.jpg,1,an image of a boy that is lying under the bed
20274.jpg,7,A green train following the tracks through trees.
6937.jpg,1 19,"Two horses wearing saddles, grazing at the far end of a field."
13127.jpg,1,Man doing an extreme up close jump on his skate board.
23016.jpg,1,Two people sitting at a table holding shot glasses.
24056.jpg,17,A cat laying down on a pillow on a couch
22042.jpg,8 1 3,A man riding his skateboard while talking on the phone.
17564.jpg,1,A baby messily eats a cake with her hands.
11563.jpg,1,Waxing a surfboard keeps it in the best shape possible.
15947.jpg,1,A man swinging a bat in a batting cage.
15830.jpg,1,A couple of men with surfboards at the beach
28110.jpg,16,A herd of wild animals walking along a body of water.
7776.jpg,1 10 3,A city street at night filled with lots of traffic.
23034.jpg,8 10 3,The street signs are clearly visible for all of us to see.
19490.jpg,1,A vegetable stand with close up of broccoli.
5065.jpg,7,A train traveling down the train tracks.
14245.jpg,1,A man sitting in a car while wearing a shirt and tie.
15148.jpg,5,A large airplane flying high up in the sky.
23610.jpg,1,A couple of men on a field with tennis rackets.
2046.jpg,1,There is a statue of a baseball player catching a ball.
11683.jpg,1,two men getting ready to ride the surf on the beach
14354.jpg,1 19,A horse drawn carriage has passengers dressed in top hats and coats.
6328.jpg,1,A baseball game in progress with the pitcher in the middle of a pitch.
24969.jpg,18,Two dogs sit in an outdoor dirt patch.
8457.jpg,1,A little woman standing next to a table with food.
21154.jpg,19 3,A horse wearing a straw hat pulling a wagon down a street.
11789.jpg,1,A man is jumping while holding onto the bottom of a skateboard.
6124.jpg,1,A person in a kitchen near a wrapped refrigerator.
5564.jpg,8 3 13 14,SUV and the trailer it is pulling utilizing street parking where there are parking meters.
27361.jpg,1,An elephant sticking his trunk outside of an enclosure
9624.jpg,18,A room with a green rug and a daybed
23618.jpg,1,A woman smoking a a cigarette and using her cell phone.
4116.jpg,1,A couple of people standing in front of a mirror.
11252.jpg,1,A young skier admiring the view from a snowy mountain top.
13299.jpg,1 4,A soldier wearing an Army uniform rides a regulation motorcycle.
5032.jpg,3 6,A green bus is parked on the side of the street.
16840.jpg,1,a man checking on something in the oven
24525.jpg,16,The birds are flying over the water together
12655.jpg,1 3 5 6 10 15,A woman sitting on a bench over looking a road below.
12358.jpg,1,one batter is at the plate and another is waiting
19488.jpg,1 5,A group of people standing together in an Airplane Museum.
29722.jpg,1,The man is eating food at a restaurant.
7384.jpg,8 1 6,A bus travelling down a street near a van on the sidewalk.
22260.jpg,1,A boy stands in front of a display of bananas.
13574.jpg,1,An umbrella sitting near a cluster of objects in front of a window with bananas on display.
22573.jpg,19,A back horse walking across a platform near a metal structure..
3680.jpg,1,A person sitting at a table using his laptop.
9011.jpg,1,a little kid eating a piece of pizza
20335.jpg,1 2 4,Six people on two different bicycles passing each other on a busy street.
2089.jpg,8 10 3 15,"A street with many traffic lights, cars and buildings around."
7684.jpg,1 10 3 6,A bus traveling down a street under a traffic signal.
16550.jpg,1 18,Two dogs stand in a kitchen beneath their owner.
6016.jpg,1,Two women tennis players greet each other as a photographer snaps a picture.
14243.jpg,1,Two people posing with one holding a tennis racket and the other smoking.
6648.jpg,1,A laptop computer sitting behind a keyboard and mouse.
15481.jpg,1,a tennis player is making a serve
23211.jpg,13,"A red stop sign with the word ""Bush"" underneath stop."
8240.jpg,1,A man walking down a  street in front of a cow.
23097.jpg,1,A man swinging a tennis racket at a tennis ball.
5177.jpg,1 18 19,a horse that is walking on a ground
14365.jpg,1,A group of people in a grassy field.
21312.jpg,19,A single horse that is grazing on some grass.
6591.jpg,1,A group of people that are standing in the snow.
24297.jpg,17,a small cat curls up on a couch
4786.jpg,16,A large bird with lots of feathers next to a building.
3655.jpg,1 11,"a red, white and green fire hydrant surrounded by dinners"
10141.jpg,9 1,A dock crowded with several tied up rowing boats.
24670.jpg,18,A black dog laying in bed with it's head on a pillow.
26474.jpg,1 15,A group of men on a field playing baseball.
9603.jpg,1,A figure with an umbrella stands in front of a bridge.
28850.jpg,1,A person grinding on a skateboard at a skate park
3975.jpg,1 15,Skateboarder looks on while a jump is being made over him.
8389.jpg,1 15,a black and white image of a man in a suit sitting on a staircase
1119.jpg,10 13,"The Stop sign has been enhanced with some stickers, above an All Way and No Parking sign."
6387.jpg,1,A man riding through the air on top of a snow board.
11523.jpg,1,"Two women from the back, standing and playing a video game projected on wall, and three man sitting in desks."
15607.jpg,1,Guy and a girl playing video games at a party.
29746.jpg,1,A man holding a glass of white wine.
18462.jpg,1,A man riding skis down the side of a snow covered slope.
9180.jpg,1,Surf boarder riding on the top of a wave.
4863.jpg,1,"A man skis on a snowy, tree covered mountainside."
16537.jpg,1 17,A large cat sitting on top of a  chair in a living room.
11766.jpg,1 17,A cat is standing next to a small tv smelling it
20202.jpg,1,Several young men eating donuts hanging from strings.
16875.jpg,16,Two birds sitting on the zebra in the ground.
18831.jpg,1 15,A person standing on top of a driveway near grass.
21187.jpg,1,an image of people that are at their computers
13647.jpg,1,A white sink sitting under a mirror next to a  toilet
28096.jpg,1,A grassy field is filled with flying kites.
17979.jpg,1,there is a woman holding a tennis racket
25389.jpg,1 5 15,A man and a child in front of a airplane.
10281.jpg,13,A stop sign and one way sign sitting by some sky scrappers.
23625.jpg,1 3 15,An empty sidewalk in front of a block of stores and shops.
25370.jpg,1 3 4 6,Two tvs and a table sitting on the sidewalk.
7168.jpg,15,A cow stands alone in a field of flowers.
23724.jpg,19,A couple of horses that are standing up in the grass.
23159.jpg,1,A man standing on top of a baseball field.
5838.jpg,17,A black cat sitting on a table wearing a tie.
24059.jpg,1 4,A group of motorcycles parked in front of a white church.
4464.jpg,16,Many birds are perched on the weather vane of a building.
23477.jpg,13,This stop sign says Arrett on it.
23601.jpg,1,A hand holding a small camera next to a shelf in a  store.
285.jpg,19 1 3,A group of cowboys riding their horses down the street.
22697.jpg,1,a young boy on a surfboard riding a wave
14519.jpg,1,A black and white photo of a man standing with a cow.
24567.jpg,1,A man is eating a sandwich and french fries.
18765.jpg,1,a woman looking at her cell phone while seated at table with pizza and soda
8117.jpg,1,A man wears a wet suit as he rides the ocean waves on his surfboard.
6231.jpg,16,Two skis and ski poles standing upright in the snow.
20996.jpg,19 1 3,Clydesdale horses pulling a beer wagon in a parade.
18359.jpg,16,A long necked bird is standing by the ocean shore.
21581.jpg,8 1 3,a picture of an old parade going through a town
26285.jpg,1,a person sitting on his luggage reading something
9755.jpg,1 15,A man sitting at a table grabbing a slice of pizza.
25724.jpg,16 1 19,A man is riding a horse holding a hawk.
28354.jpg,8 1 5,Boarding ladders are attached to the side of a large airliner.
3048.jpg,1,A woman takes a swing at a tennis ball that is high in the air.
10149.jpg,1,a man holding onto a container of meat while looking in a fridge
16513.jpg,1,a man with a cell phone stands in front of some display laptops
4661.jpg,4,Several motorcycles are displayed in a show room.
20930.jpg,17,A cat and teddy bear sitting on furniture.
4046.jpg,1 3 8 10 13,cars traveling down a street with a street sign and signal lights.
11962.jpg,1,A farmer market filled with lots of ripe and green bananas.
1918.jpg,11,A tall skinny fire hydrant covered with snow
10645.jpg,1,A man getting his hair cut with scissors.
1736.jpg,1,A donut and a cup of coffee are on a tray.
1979.jpg,1,A boy on a brick sidewalk is flying a kite.
19414.jpg,1,A person jumping up high in the air from a ramp.
2067.jpg,1,A man is walking in the airport carrying a water bottle and an unidentified object.
18464.jpg,1,A young child on a surfboard in the sand
23821.jpg,1,A pink kite is flying in the sky at a beach.
20744.jpg,1,two people near one another one holding a surf board
10077.jpg,1,Three people are playing with a frisbee in a pool.
18574.jpg,1,A man hitting a tennis ball with a tennis racquet.
15429.jpg,8 1 2 3,A man riding a bicycle using a phone on a city street
27072.jpg,1 15,Perspective photo of a pepperoni deep dish pizza and a smiling woman.
4445.jpg,16,A bald eagle soaring through the sky next to a large tree.
5894.jpg,1,A woman talking on a black phone under a tree.
26586.jpg,1,Two men relaxing laid out in a hotel bed.
14791.jpg,17,Cat looking surprised inside in front of chairs and tables.
3061.jpg,17,The cat plays with a toy while lying on a computer desk.
1156.jpg,1,A baseball pitcher on the mound about to throw a pitch.
28914.jpg,8 1 18 3,A woman with a nice booty playing with two dogs in a park.
23207.jpg,1 3,A person holding a cell phone in their hand while in a car.
4691.jpg,1,A group of older men pose for a photo together.
16974.jpg,8 1,A truck with heavy dark smoke bellowing from its hood stack.
22514.jpg,1 15,The tennis player is serving the tennis ball.
28577.jpg,8 1,Patriotic truck parked on the side of the street.
25767.jpg,1,A group of people sitting at the table smiling.
2919.jpg,16,Birds flying over an empty field in a blue sky.
25862.jpg,1,"A table with a coffee drink, a pastry and a book."
27034.jpg,17,A black and white cat is sitting on a desk.
1693.jpg,8 1 19,Two horses pulling a carriage next to a tractor on the road.
25502.jpg,8 1 5,A large jet airplane getting loaded with cargo.
26679.jpg,1 15,an image of a split screen portrait of bathroom fixtures
2732.jpg,1,A man holding up a stuffed teddy bear.
3624.jpg,1,an image of a group of girls with colorful clothes
19888.jpg,10,A street in the evening with the lights on.
16429.jpg,1 5,A small airplane flying over the ocean while the sun sets
11319.jpg,1,A young boy holding a soccer ball in his hands.
18690.jpg,1,Two surfers are catching a wave on the ocean.
8879.jpg,1,A person flying a kite in a grassy area.
27031.jpg,1,a giraffe is eating a piece of food
8542.jpg,1 3 15,People are watching as men play a baseball game.
29311.jpg,1,A pink shirt with some paint on her with umbrella.
21937.jpg,8,Large racing equipment truck parked in the lot next to another one.
3755.jpg,1 3,Man posing with skateboard on sidewalk with one behind him
27628.jpg,1,A kite event with american flags in the background.
18682.jpg,17 18 1,a black dog is sleeping  outside on the ground
6756.jpg,1 3 4,A man on a motorcycle near some tropical tree.
7301.jpg,5,A silver airplane sitting on top of a tarmac.
20806.jpg,1,A very attractive young lady using her cell phone.
5971.jpg,8 5,A US Airways jet sitting on top of an airport runway.
5231.jpg,10 3 7,A train drives by a railroad crossing stop.
17451.jpg,1 3 4 6,A black and white photo of an empty city street
4021.jpg,1 15,A pretty little girl eating a foot long hot dog on a bun.
15550.jpg,19,A couple of horses standing next to each other.
13729.jpg,1,A young man in a wet suite is giving the thumbs up.
21826.jpg,1,A man takes a picture of a soccer player on his phone.
7029.jpg,1 7,a man exiting from a skyfall  passenger train
18845.jpg,1,a tennis player reaching to hit a tennis ball with a tennis racket
13525.jpg,1,A white plate topped with a sandwich oozing with cheese.
7143.jpg,1,A young man sitting at a table using a laptop.
6325.jpg,1 3,A man preparing to throw a frisbee while another man attempts to block him.
15877.jpg,8 10 3,A pole with street signs near some cars.
14860.jpg,1,a fisheye photo of a refrigerator covered in magnets
25920.jpg,17,A fluffy cat lays before a disorganized bookshelf.
12203.jpg,1,A man holds out his arm with a remote in it
19826.jpg,1 15,A batter is at home plate as another is in the practice box.
9496.jpg,18 1 2 3,A man in black shirt riding a bike and pulling a cart.
7594.jpg,1,A big building that looks like a modernized castle with a clock at the top of a tower.
28442.jpg,1,People standing and sitting with luggage while a man pushes a food cart up the aisle.
20377.jpg,1 4,a young girl is sitting on a motorcycle
9894.jpg,1 5,a small white plane with people around it
19818.jpg,8 1 3 5,A van near a jet on the tarmac.
19331.jpg,17,A fat cat sleeping on a rainbow bedspread
1373.jpg,1,A person standing inside an open doorway to a bathroom holding a camera.
7696.jpg,1,LADY WITH COLORFUL DRESS ON CARRYING A BIRTHDAY CAKE
27683.jpg,1,"A pizza with tomatoes, olives and meat on a plate."
11522.jpg,1,A pastry is lying on a blanket on grass.
8127.jpg,1 19,A young boy is being pulled by a horse.
24662.jpg,1,An older man wearing a hat is taking a bite.
18070.jpg,1,A group of people laying on surfboards on the beach.
28980.jpg,1,A little kid with her hand in a bowl of cheese.
21886.jpg,1,A woman holding a baseball bat up to her forehead.
17880.jpg,1,A man with skis is walking down a road.
19519.jpg,1,there is a person that is standing on skies in the snow bank
426.jpg,1,two men standing at the end of a tennis court during a doubles match
20620.jpg,16 9 1,A group of boats that are sitting in the water.
20780.jpg,1 10 3 13,A stop sign that is attached to a pole.
12660.jpg,1 15,An older gentleman in overalls sitting on a bench.
25059.jpg,1 3,A busy street with people walking on the side of buildings and cars driving on the street.
339.jpg,3 1 2 10,City traffic on large boulevard shown at dusk.
3480.jpg,13,a stop sign that is attached to a building
22108.jpg,15,Large bedroom with many windows looking out onto a woods.
20394.jpg,1,man returns tennis ball while playing two on two
723.jpg,1,A baseball player that just swung a bat at a baseball game.
11507.jpg,11,A red fire hydrant placed in front of a stone wall.
8834.jpg,18 15,There is a dog sitting on a park bench
9413.jpg,1,a man is mid air holding his snow board
15637.jpg,1,A small child is holding the remote for the tv
14710.jpg,1 10 3 6,Pedestrians stand on the sidewalk near the red double decker city bus.
14850.jpg,9 1,A woman stands in a rubber raft rowing a paddle in some plant matter that is floating on the surface of the water.
10979.jpg,3 5,A yellow airplane on display in a parking lot.
3649.jpg,17,A can sitting on top of a chair next to a computer desk.
11166.jpg,1 2,"There is a man sitting, most of the picture is black."
20659.jpg,1 2 3,a guy riding his bicycle down the street
2959.jpg,1,A home made pizza topped with mushroom slices
28655.jpg,3 13,A stop all way sign with a sticker on it that says driving and a one way sign.
129.jpg,1,A person on a court with a tennis racket.
3663.jpg,1 3,Two people walking under an umbrella between parked cars.
29187.jpg,1,A boy is looking at hot dogs on a grill.
27032.jpg,1,A child in pajamas is asleep on a stairway.
5351.jpg,1,A couple embracing each other while standing next to a pile of luggage.
20989.jpg,17,a cat is investigating two green vegetables on the floor.
29594.jpg,1,A tennis player goes to hit the ball
16131.jpg,1 15,A boy rared back with his baseball bat as another holds his glove.
3194.jpg,19,a statue of a man wearing a cowboy hat sitting on a horse
11201.jpg,8 3 15,A picture of an intersection with a sign saying citizens advice bureau and a street clock.
29219.jpg,1,A man standing in front of a machine with an apple in it.
11510.jpg,1,An aerial view of people playing with a frisbee.
25856.jpg,9 1,a group of people are sitting on the sand on the beach
17731.jpg,1 15,A man jumping up into the air on top of a tennis court.
18307.jpg,1,A skateboarder jumps off a ramp while grabbing his skateboard.
1235.jpg,1,Two surfers are walking towards the ocean waves.
3403.jpg,1 3 4 6 8,A white and red bus driving down a city street.
22494.jpg,1 3 6,a big bus sits parked next to a building
27478.jpg,1,A man in a shirt and tie looks contemplative at the camera.
3269.jpg,1,A cook placing two pies in the oven.
29242.jpg,6,a red tourist bus parked in a parking lot
16058.jpg,16 1,A mall filled with birds flying next to an escalator.
1442.jpg,9 1,Old make shift boat houses are on the water
6486.jpg,1,The man is posing for a picture at the restaurant.
5023.jpg,1,A man being caught in motion while riding a skateboard.
20667.jpg,1,A baby sitting on a desk playing with a laptop computer.
25651.jpg,1,An elephant exiting the river next to a person
27990.jpg,16,An eagle sitting on the top of a green tree.
9819.jpg,8 3 6,An orange tractor with eight wheels on it
23546.jpg,15,An axle bench under a tree overlooking the beach
29636.jpg,1,A man sitting at a candle lit desk using a computer.
10478.jpg,1,A person with a remote sitting in a room.
17558.jpg,1,A man is putting fresh baked bread on the wire rack.
24299.jpg,11 1 2 3,a group of young people playing with a fire hydrant leak.
6287.jpg,1,Multiple people doing tricks on skateboards next to barrier.
608.jpg,1,View of a mirror over the vanity of a sink with glass and toothbrush holder on top.
17953.jpg,17,a cat sleeping on a blanket on a shelf
675.jpg,1,A picture of a man swinging a racket at a tennis ball.
19.jpg,18 3,The dog is playing with his toy in the grass
5435.jpg,1 4,Motorcycles parked together in front of a garden.
14557.jpg,8 5,A large passenger plane being pulled along an airport tarmac.
22073.jpg,1,A man standing at one end of a ping pong table.
18593.jpg,18,A dog in a field with a Frisbee in its mouth.
1643.jpg,1,one boy and one girl in front of a laptop
26972.jpg,1 3 6,a double decker bus driving by some parked cars
14106.jpg,1,A person with a tie and a shirt.
24515.jpg,1 10 3 6,A large blue and gray city bus stopped at a bus stop.
2487.jpg,1,A woman in scarf sitting at a table with plate of pancakes.
9445.jpg,1 3 15,A  person on a skate board doing stunts.
17011.jpg,1,A person walking on the sidewalk while holding a surfboard.
13903.jpg,11,A rusted fire hydrant sitting on the side of a road.
7388.jpg,17 18,A white dog laying on the floor next to a black cat.
28523.jpg,1,"The luggage sits on the street in front of a street light, buildings, a pedestrian man, and trees."
17129.jpg,1,A man riding a surfboard on top of a wave in the ocean.
7116.jpg,13,a red and white stop sign with a street sign
14429.jpg,1 15,A baseball player is in action with the bat in his hand.
18288.jpg,1 2 3 15,Black and white photograph of people in a city square
21961.jpg,1,A little boy messily eats a banana sideways.
25682.jpg,1 2 3 4 6 8,a man riding a yellow motorcycle down the road
12333.jpg,10,Two street lights with no right turn signs read red.
20837.jpg,1,A young boy sitting on top of a surfboard in a field.
10159.jpg,1,a person riding a surf board on a wave
15984.jpg,1 2,A person does a skateboard trick in front of spectators.
28034.jpg,1,A group of surfers prepare to perform in a turbulent river.
3800.jpg,1,A person flying a kite in a cloudy sky.
6901.jpg,8 18,a dog sitting in a truck with its head out the window
25914.jpg,1 19,Three people holding a racehorse on the track.
7701.jpg,1,A child cleaning his teeth with a small toothbrush outside
1649.jpg,19,The animals graze the barren land. There are no trees.
17436.jpg,1,A boy sitting down and eating a hot dog.
28875.jpg,1 2,Young people stand in front of a hill where many others are flying kites.
18504.jpg,1,Cows of various colors in a green paddock
7895.jpg,1,A woman playing tennis on a grass tennis court.
7649.jpg,1 15,A group of young men sitting next to each other.
20938.jpg,14,A machine where you pay for parking.
28237.jpg,1 15,A person lying on a bench with their cloths as a pillow.
8507.jpg,8 1 3 13,A young girl holding a tennis racquet on a parking lot.
1983.jpg,1 3 6,A man riding a skateboard along a graffiti covered road.
21648.jpg,15,A building sits next to an empty park which has benches and a basketball ball hoop.
17126.jpg,1,A boy looking at a bunch of sheep.
15730.jpg,1,Two business men converse while walking a stone road.
1540.jpg,1 3 6,A bus is near a sidewalk at night.
13521.jpg,1 3 14,A woman riding skis past a parking meter.
9273.jpg,19,The back end of a horse showing it's black tail.
13736.jpg,17,A large black cat sleeping on top of a bed.
19527.jpg,1 2 3 6,A man is taking a selfie of himself with a bus.
8850.jpg,1,A large group of people are enjoying a meal together.
20920.jpg,1,A man and woman posing on a snow covered mountain.
751.jpg,1 2 3,A very wet city street lined with parked cars
23471.jpg,1,A man doing a handstand while riding a skateboard.
9515.jpg,1,The young man is carrying his skateboard.
25667.jpg,1,a man sitting at a table looking at his laptop
27477.jpg,1 3 4 6 8,A policeman in a helmet standing next to his motorcycle.
27469.jpg,9 1,buildings are just turning on their lights for the night
22433.jpg,16,A bird stands on top of open bananas.
12082.jpg,1,A man and woman holding a baby between them
1149.jpg,1 3 4,A man riding a red motorcycle down a street.
12736.jpg,1,A man is at the end of a cafeteria aisle with his lunch tray
22074.jpg,1 18 15,Two young girls standing together in a park.
25401.jpg,3 6 7,A large city bus driving down a street with tall buildings.
28279.jpg,1 13 6,A white bus sitting inside of a parking space.
13777.jpg,8 1,a man standing on the street with a cell phone up to his ear
2086.jpg,1 18,A man sitting on a curb holding a surfboard by a animal.
23630.jpg,1 6,a guy is looking at the camera while waiting to cross the street.
11845.jpg,1,A man and woman cutting into a layered cake.
16812.jpg,9 1,A person water skiing on the ocean from a boat.
18116.jpg,1 3,Some curious giraffes surround the people in this vehicle.
27343.jpg,1 3 8 9 19,A man riding a horse across a flooded street.
18361.jpg,1 18,A dog on a coach that is probabably passed out
21465.jpg,1 9,Many boats are in the lake outside of the big city.
8946.jpg,1,A baby stands near a toilet in the bathroom.
19709.jpg,1,a man is holding a couple of game controllers
23646.jpg,1 18,A person standing at the top of steps next to a dog.
10449.jpg,11 3,A sign on a post that says Animal Relief Area with a small picket fence and small fire hydrant on a lawn.
2364.jpg,1,A man that is standing in front of trays of meat.
47.jpg,18,A brown and white chihuahua stands over a stuffed giraffe toy and a gray ribbon.
21437.jpg,1,Two women in the water trying to use kiteboards.
17684.jpg,16 18,A wolf holding a dead bird in its mouth.
29524.jpg,1,A black and white photo of a man and boy playing a video game.
27075.jpg,1,A person in a yellow jacket snowboarding down a mountain
22684.jpg,9 1,A sandy beach covered in lay chairs and umbrellas.
25351.jpg,1,a hand is holding a beef sandwich with carrots and lettuce
2758.jpg,1,A boy in a red ballcap doing tricks on his skateboard
11338.jpg,4,a motorcycle sitting on the side of the road by grass
23151.jpg,1 10 3,A man walking down a street with a bag of luggage.
19041.jpg,1,A couple of little girls riding skis across snow.
10803.jpg,1,Man and woman standing up playing a video game.
3289.jpg,1 2 3 4,Vehicles parked in front of a large cemetery.
26138.jpg,1,A baseball player pitching a ball during a game.
21768.jpg,1,two guys playing a video of boxers that is displayed on a very big screen
4755.jpg,1 3,A man crossing the street is heading towards a white SUV.
19698.jpg,17 1,a person laying in a bed with a cat
19729.jpg,1,A young girl cross country skis through the field by the trees on a sunny day.
19513.jpg,17 1,a person is holding a gray and white cat next to a plate of food
25022.jpg,1 3 6 8 10 11,"A street scene with cars, people, and a traffic light."
22206.jpg,1,A pair of baseball players holding their hats to their chests on a field.
26102.jpg,7,A blue and yellow train going down a track.
2446.jpg,19,The two horses are walking along the path near the water.
18875.jpg,1,Attempted upskirt photo of a lady's crotch while she hits a tennis ball.
13167.jpg,1,A woman with an umbrella sitting near a ball of fire display.
1871.jpg,1,a girl is flying a kite in a field
19674.jpg,6,The under storage compartment on a bus filled with junk.
21213.jpg,1,A young man kneeling down to a little boy as they both hold game controllers.
11974.jpg,1 3,A young child skateboarding grinding on a rail.
418.jpg,1,Two homemade pizzas were fixed with different ingredients.
11124.jpg,8 3,A rear view mirror view shows a truck coming up behind.
1213.jpg,17,Two cats sitting on top of a window sill near curtains.
19835.jpg,11,A yellow fire hydrant sits around a damp area of concrete.
15627.jpg,15,some benches street lamps water bushes and trees
7161.jpg,1 2,A group of people sitting and standing on top of a beach.
11633.jpg,1,many people in a crowd and one is holding up a cellphone
